收费站,时间区间起点,入站车流,出站车流
收费站10,2022-02-24 08:00:00,2,1
收费站10,2022-02-24 09:00:00,1,0
收费站10,2022-02-24 10:00:00,3,0
收费站10,2022-02-24 11:00:00,3,0
收费站10,2022-02-24 12:00:00,2,0
收费站10,2022-02-24 13:00:00,0,0
收费站10,2022-02-24 14:00:00,1,0
收费站10,2022-02-24 15:00:00,1,0
收费站10,2022-02-24 16:00:00,0,1
收费站10,2022-02-24 17:00:00,0,1
收费站10,2022-02-24 18:00:00,0,0
收费站10,2022-02-24 19:00:00,0,1
收费站10,2022-02-24 20:00:00,0,0
收费站10,2022-02-24 21:00:00,0,0
收费站10,2022-02-24 22:00:00,0,0
收费站10,2022-02-24 23:00:00,0,0
收费站10,2022-02-25 00:00:00,0,0
收费站10,2022-02-25 01:00:00,0,0
收费站10,2022-02-25 02:00:00,0,0
收费站10,2022-02-25 03:00:00,0,0
收费站10,2022-02-25 04:00:00,0,0
收费站10,2022-02-25 05:00:00,0,0
收费站10,2022-02-25 06:00:00,0,0
收费站10,2022-02-25 07:00:00,0,0
收费站10,2022-02-25 08:00:00,0,1
收费站10,2022-02-25 09:00:00,3,0
收费站10,2022-02-25 10:00:00,1,1
收费站10,2022-02-25 11:00:00,0,0
收费站10,2022-02-25 12:00:00,0,0
收费站10,2022-02-25 13:00:00,0,4
收费站10,2022-02-25 14:00:00,3,0
收费站10,2022-02-25 15:00:00,1,3
收费站10,2022-02-25 16:00:00,0,2
收费站10,2022-02-25 17:00:00,2,0
收费站10,2022-02-25 18:00:00,6,1
收费站10,2022-02-25 19:00:00,1,2
收费站10,2022-02-25 20:00:00,0,1
收费站10,2022-02-25 21:00:00,0,0
收费站10,2022-02-25 22:00:00,0,0
收费站10,2022-02-25 23:00:00,0,0
收费站10,2022-02-26 00:00:00,1,0
收费站10,2022-02-26 01:00:00,0,0
收费站10,2022-02-26 02:00:00,0,0
收费站10,2022-02-26 03:00:00,0,0
收费站10,2022-02-26 04:00:00,0,0
收费站10,2022-02-26 05:00:00,0,0
收费站10,2022-02-26 06:00:00,0,0
收费站10,2022-02-26 07:00:00,1,0
收费站10,2022-02-26 08:00:00,0,0
收费站10,2022-02-26 09:00:00,3,0
收费站10,2022-02-26 10:00:00,0,0
收费站10,2022-02-26 11:00:00,2,1
收费站10,2022-02-26 12:00:00,1,0
收费站10,2022-02-26 13:00:00,1,2
收费站10,2022-02-26 14:00:00,5,2
收费站10,2022-02-26 15:00:00,3,0
收费站10,2022-02-26 16:00:00,2,1
收费站10,2022-02-26 17:00:00,2,4
收费站10,2022-02-26 18:00:00,0,2
收费站10,2022-02-26 19:00:00,1,0
收费站10,2022-02-26 20:00:00,2,0
收费站10,2022-02-26 21:00:00,0,1
收费站10,2022-02-26 22:00:00,1,0
收费站10,2022-02-26 23:00:00,1,0
收费站10,2022-02-27 00:00:00,0,0
收费站10,2022-02-27 01:00:00,0,0
收费站10,2022-02-27 02:00:00,0,0
收费站10,2022-02-27 03:00:00,0,0
收费站10,2022-02-27 04:00:00,0,0
收费站10,2022-02-27 05:00:00,0,0
收费站10,2022-02-27 06:00:00,2,0
收费站10,2022-02-27 07:00:00,1,0
收费站10,2022-02-27 08:00:00,2,0
收费站10,2022-02-27 09:00:00,6,0
收费站10,2022-02-27 10:00:00,1,0
收费站10,2022-02-27 11:00:00,0,3
收费站10,2022-02-27 12:00:00,2,0
收费站10,2022-02-27 13:00:00,1,1
收费站10,2022-02-27 14:00:00,3,0
收费站10,2022-02-27 15:00:00,2,1
收费站10,2022-02-27 16:00:00,5,3
收费站10,2022-02-27 17:00:00,1,3
收费站10,2022-02-27 18:00:00,0,2
收费站10,2022-02-27 19:00:00,2,2
收费站10,2022-02-27 20:00:00,1,0
收费站10,2022-02-27 21:00:00,0,1
收费站10,2022-02-27 22:00:00,0,0
收费站10,2022-02-27 23:00:00,0,0
收费站9,2022-02-22 00:00:00,1,0
收费站9,2022-02-22 01:00:00,2,0
收费站9,2022-02-22 02:00:00,0,0
收费站9,2022-02-22 03:00:00,4,0
收费站9,2022-02-22 04:00:00,1,0
收费站9,2022-02-22 05:00:00,4,0
收费站9,2022-02-22 06:00:00,5,0
收费站9,2022-02-22 07:00:00,9,2
收费站9,2022-02-22 08:00:00,9,4
收费站9,2022-02-22 09:00:00,12,2
收费站9,2022-02-22 10:00:00,12,4
收费站9,2022-02-22 11:00:00,7,4
收费站9,2022-02-22 12:00:00,10,2
收费站9,2022-02-22 13:00:00,8,2
收费站9,2022-02-22 14:00:00,18,1
收费站9,2022-02-22 15:00:00,12,3
收费站9,2022-02-22 16:00:00,13,3
收费站9,2022-02-22 17:00:00,10,7
收费站9,2022-02-22 18:00:00,2,8
收费站9,2022-02-22 19:00:00,4,0
收费站9,2022-02-22 20:00:00,1,2
收费站9,2022-02-22 21:00:00,0,2
收费站9,2022-02-22 22:00:00,2,1
收费站9,2022-02-22 23:00:00,0,1
收费站9,2022-02-23 00:00:00,0,1
收费站9,2022-02-23 01:00:00,1,0
收费站9,2022-02-23 02:00:00,0,0
收费站9,2022-02-23 03:00:00,2,0
收费站9,2022-02-23 04:00:00,0,0
收费站9,2022-02-23 05:00:00,6,0
收费站9,2022-02-23 06:00:00,2,0
收费站9,2022-02-23 07:00:00,7,0
收费站9,2022-02-23 08:00:00,9,8
收费站9,2022-02-23 09:00:00,9,2
收费站9,2022-02-23 10:00:00,11,3
收费站9,2022-02-23 11:00:00,8,2
收费站9,2022-02-23 12:00:00,9,6
收费站9,2022-02-23 13:00:00,7,4
收费站9,2022-02-23 14:00:00,2,5
收费站9,2022-02-23 15:00:00,2,12
收费站9,2022-02-23 16:00:00,6,8
收费站9,2022-02-23 17:00:00,6,13
收费站9,2022-02-23 18:00:00,5,20
收费站9,2022-02-23 19:00:00,1,9
收费站9,2022-02-23 20:00:00,5,8
收费站9,2022-02-23 21:00:00,1,7
收费站9,2022-02-23 22:00:00,2,0
收费站9,2022-02-23 23:00:00,1,2
收费站9,2022-02-24 00:00:00,0,1
收费站9,2022-02-24 01:00:00,0,0
收费站9,2022-02-24 02:00:00,1,0
收费站9,2022-02-24 03:00:00,1,0
收费站9,2022-02-24 04:00:00,0,1
收费站9,2022-02-24 05:00:00,2,1
收费站9,2022-02-24 06:00:00,2,4
收费站9,2022-02-24 07:00:00,2,6
收费站9,2022-02-24 08:00:00,4,11
收费站9,2022-02-24 09:00:00,9,11
收费站9,2022-02-24 10:00:00,8,8
收费站9,2022-02-24 11:00:00,4,10
收费站9,2022-02-24 12:00:00,4,9
收费站9,2022-02-24 13:00:00,4,7
收费站9,2022-02-24 14:00:00,5,6
收费站9,2022-02-24 15:00:00,4,6
收费站9,2022-02-24 16:00:00,2,17
收费站9,2022-02-24 17:00:00,5,10
收费站9,2022-02-24 18:00:00,4,17
收费站9,2022-02-24 19:00:00,3,12
收费站9,2022-02-24 20:00:00,2,9
收费站9,2022-02-24 21:00:00,1,5
收费站9,2022-02-24 22:00:00,1,1
收费站9,2022-02-24 23:00:00,0,2
收费站9,2022-02-25 00:00:00,0,0
收费站9,2022-02-25 01:00:00,2,0
收费站9,2022-02-25 02:00:00,1,0
收费站9,2022-02-25 03:00:00,1,1
收费站9,2022-02-25 04:00:00,2,0
收费站9,2022-02-25 05:00:00,3,1
收费站9,2022-02-25 06:00:00,5,2
收费站9,2022-02-25 07:00:00,4,7
收费站9,2022-02-25 08:00:00,8,14
收费站9,2022-02-25 09:00:00,6,14
收费站9,2022-02-25 10:00:00,7,7
收费站9,2022-02-25 11:00:00,10,5
收费站9,2022-02-25 12:00:00,7,2
收费站9,2022-02-25 13:00:00,10,5
收费站9,2022-02-25 14:00:00,6,5
收费站9,2022-02-25 15:00:00,7,6
收费站9,2022-02-25 16:00:00,5,7
收费站9,2022-02-25 17:00:00,12,5
收费站9,2022-02-25 18:00:00,8,5
收费站9,2022-02-25 19:00:00,2,3
收费站9,2022-02-25 20:00:00,5,3
收费站9,2022-02-25 21:00:00,3,3
收费站9,2022-02-25 22:00:00,2,2
收费站9,2022-02-25 23:00:00,0,3
收费站9,2022-02-26 00:00:00,0,1
收费站9,2022-02-26 01:00:00,2,1
收费站9,2022-02-26 02:00:00,1,0
收费站9,2022-02-26 03:00:00,1,0
收费站9,2022-02-26 04:00:00,0,0
收费站9,2022-02-26 05:00:00,1,0
收费站9,2022-02-26 06:00:00,3,0
收费站9,2022-02-26 07:00:00,6,0
收费站9,2022-02-26 08:00:00,11,1
收费站9,2022-02-26 09:00:00,10,2
收费站9,2022-02-26 10:00:00,14,2
收费站9,2022-02-26 11:00:00,8,5
收费站9,2022-02-26 12:00:00,10,2
收费站9,2022-02-26 13:00:00,10,2
收费站9,2022-02-26 14:00:00,5,3
收费站9,2022-02-26 15:00:00,5,0
收费站9,2022-02-26 16:00:00,9,4
收费站9,2022-02-26 17:00:00,6,11
收费站9,2022-02-26 18:00:00,11,8
收费站9,2022-02-26 19:00:00,2,7
收费站9,2022-02-26 20:00:00,1,1
收费站9,2022-02-26 21:00:00,2,0
收费站9,2022-02-26 22:00:00,0,1
收费站9,2022-02-26 23:00:00,3,1
收费站9,2022-02-27 00:00:00,2,1
收费站9,2022-02-27 01:00:00,2,0
收费站9,2022-02-27 02:00:00,0,0
收费站9,2022-02-27 03:00:00,0,0
收费站9,2022-02-27 04:00:00,2,0
收费站9,2022-02-27 05:00:00,7,0
收费站9,2022-02-27 06:00:00,9,0
收费站9,2022-02-27 07:00:00,5,2
收费站9,2022-02-27 08:00:00,6,1
收费站9,2022-02-27 09:00:00,11,2
收费站9,2022-02-27 10:00:00,6,2
收费站9,2022-02-27 11:00:00,6,1
收费站9,2022-02-27 12:00:00,6,3
收费站9,2022-02-27 13:00:00,7,3
收费站9,2022-02-27 14:00:00,10,2
收费站9,2022-02-27 15:00:00,4,4
收费站9,2022-02-27 16:00:00,11,5
收费站9,2022-02-27 17:00:00,8,4
收费站9,2022-02-27 18:00:00,4,5
收费站9,2022-02-27 19:00:00,5,2
收费站9,2022-02-27 20:00:00,4,1
收费站9,2022-02-27 21:00:00,2,1
收费站9,2022-02-27 22:00:00,1,0
收费站9,2022-02-27 23:00:00,0,0
收费站8,2022-02-22 00:00:00,1,1
收费站8,2022-02-22 01:00:00,2,2
收费站8,2022-02-22 02:00:00,1,0
收费站8,2022-02-22 03:00:00,0,2
收费站8,2022-02-22 04:00:00,0,1
收费站8,2022-02-22 05:00:00,3,1
收费站8,2022-02-22 06:00:00,5,3
收费站8,2022-02-22 07:00:00,16,6
收费站8,2022-02-22 08:00:00,20,11
收费站8,2022-02-22 09:00:00,27,12
收费站8,2022-02-22 10:00:00,17,13
收费站8,2022-02-22 11:00:00,14,11
收费站8,2022-02-22 12:00:00,16,11
收费站8,2022-02-22 13:00:00,13,13
收费站8,2022-02-22 14:00:00,16,21
收费站8,2022-02-22 15:00:00,10,19
收费站8,2022-02-22 16:00:00,13,10
收费站8,2022-02-22 17:00:00,14,14
收费站8,2022-02-22 18:00:00,11,25
收费站8,2022-02-22 19:00:00,5,11
收费站8,2022-02-22 20:00:00,6,3
收费站8,2022-02-22 21:00:00,4,2
收费站8,2022-02-22 22:00:00,2,5
收费站8,2022-02-22 23:00:00,2,2
收费站8,2022-02-23 00:00:00,0,1
收费站8,2022-02-23 01:00:00,0,0
收费站8,2022-02-23 02:00:00,0,0
收费站8,2022-02-23 03:00:00,1,2
收费站8,2022-02-23 04:00:00,0,0
收费站8,2022-02-23 05:00:00,0,4
收费站8,2022-02-23 06:00:00,3,3
收费站8,2022-02-23 07:00:00,15,5
收费站8,2022-02-23 08:00:00,12,10
收费站8,2022-02-23 09:00:00,17,14
收费站8,2022-02-23 10:00:00,13,10
收费站8,2022-02-23 11:00:00,6,8
收费站8,2022-02-23 12:00:00,4,11
收费站8,2022-02-23 13:00:00,6,1
收费站8,2022-02-23 14:00:00,16,1
收费站8,2022-02-23 15:00:00,11,1
收费站8,2022-02-23 16:00:00,13,1
收费站8,2022-02-23 17:00:00,8,4
收费站8,2022-02-23 18:00:00,12,3
收费站8,2022-02-23 19:00:00,5,1
收费站8,2022-02-23 20:00:00,4,1
收费站8,2022-02-23 21:00:00,4,0
收费站8,2022-02-23 22:00:00,4,1
收费站8,2022-02-23 23:00:00,0,0
收费站8,2022-02-24 00:00:00,2,1
收费站8,2022-02-24 01:00:00,0,1
收费站8,2022-02-24 02:00:00,1,0
收费站8,2022-02-24 03:00:00,0,0
收费站8,2022-02-24 04:00:00,1,0
收费站8,2022-02-24 05:00:00,2,0
收费站8,2022-02-24 06:00:00,2,0
收费站8,2022-02-24 07:00:00,15,1
收费站8,2022-02-24 08:00:00,19,1
收费站8,2022-02-24 09:00:00,16,0
收费站8,2022-02-24 10:00:00,20,0
收费站8,2022-02-24 11:00:00,11,0
收费站8,2022-02-24 12:00:00,8,0
收费站8,2022-02-24 13:00:00,11,1
收费站8,2022-02-24 14:00:00,6,4
收费站8,2022-02-24 15:00:00,5,1
收费站8,2022-02-24 16:00:00,14,3
收费站8,2022-02-24 17:00:00,10,0
收费站8,2022-02-24 18:00:00,10,0
收费站8,2022-02-24 19:00:00,12,3
收费站8,2022-02-24 20:00:00,2,0
收费站8,2022-02-24 21:00:00,4,0
收费站8,2022-02-24 22:00:00,4,1
收费站8,2022-02-24 23:00:00,2,1
收费站8,2022-02-25 00:00:00,1,0
收费站8,2022-02-25 01:00:00,0,0
收费站8,2022-02-25 02:00:00,0,0
收费站8,2022-02-25 03:00:00,0,0
收费站8,2022-02-25 04:00:00,0,0
收费站8,2022-02-25 05:00:00,4,0
收费站8,2022-02-25 06:00:00,4,1
收费站8,2022-02-25 07:00:00,6,1
收费站8,2022-02-25 08:00:00,17,2
收费站8,2022-02-25 09:00:00,24,1
收费站8,2022-02-25 10:00:00,10,1
收费站8,2022-02-25 11:00:00,8,14
收费站8,2022-02-25 12:00:00,16,6
收费站8,2022-02-25 13:00:00,13,12
收费站8,2022-02-25 14:00:00,15,17
收费站8,2022-02-25 15:00:00,21,17
收费站8,2022-02-25 16:00:00,10,16
收费站8,2022-02-25 17:00:00,23,32
收费站8,2022-02-25 18:00:00,14,29
收费站8,2022-02-25 19:00:00,14,16
收费站8,2022-02-25 20:00:00,10,12
收费站8,2022-02-25 21:00:00,4,3
收费站8,2022-02-25 22:00:00,4,9
收费站8,2022-02-25 23:00:00,1,1
收费站8,2022-02-26 00:00:00,1,1
收费站8,2022-02-26 01:00:00,1,5
收费站8,2022-02-26 02:00:00,0,1
收费站8,2022-02-26 03:00:00,0,2
收费站8,2022-02-26 04:00:00,0,0
收费站8,2022-02-26 05:00:00,1,1
收费站8,2022-02-26 06:00:00,7,1
收费站8,2022-02-26 07:00:00,11,6
收费站8,2022-02-26 08:00:00,17,7
收费站8,2022-02-26 09:00:00,23,13
收费站8,2022-02-26 10:00:00,27,18
收费站8,2022-02-26 11:00:00,17,5
收费站8,2022-02-26 12:00:00,12,11
收费站8,2022-02-26 13:00:00,12,18
收费站8,2022-02-26 14:00:00,13,9
收费站8,2022-02-26 15:00:00,21,14
收费站8,2022-02-26 16:00:00,11,10
收费站8,2022-02-26 17:00:00,11,17
收费站8,2022-02-26 18:00:00,9,11
收费站8,2022-02-26 19:00:00,12,5
收费站8,2022-02-26 20:00:00,8,4
收费站8,2022-02-26 21:00:00,2,4
收费站8,2022-02-26 22:00:00,1,0
收费站8,2022-02-26 23:00:00,1,4
收费站8,2022-02-27 00:00:00,1,1
收费站8,2022-02-27 01:00:00,0,0
收费站8,2022-02-27 02:00:00,0,0
收费站8,2022-02-27 03:00:00,0,1
收费站8,2022-02-27 04:00:00,2,3
收费站8,2022-02-27 05:00:00,1,1
收费站8,2022-02-27 06:00:00,4,7
收费站8,2022-02-27 07:00:00,18,8
收费站8,2022-02-27 08:00:00,20,10
收费站8,2022-02-27 09:00:00,31,17
收费站8,2022-02-27 10:00:00,15,12
收费站8,2022-02-27 11:00:00,11,12
收费站8,2022-02-27 12:00:00,12,8
收费站8,2022-02-27 13:00:00,8,17
收费站8,2022-02-27 14:00:00,18,12
收费站8,2022-02-27 15:00:00,14,19
收费站8,2022-02-27 16:00:00,33,23
收费站8,2022-02-27 17:00:00,14,15
收费站8,2022-02-27 18:00:00,10,15
收费站8,2022-02-27 19:00:00,2,8
收费站8,2022-02-27 20:00:00,9,6
收费站8,2022-02-27 21:00:00,2,7
收费站8,2022-02-27 22:00:00,1,4
收费站8,2022-02-27 23:00:00,2,4
收费站14,2022-02-22 00:00:00,1,0
收费站14,2022-02-22 01:00:00,0,0
收费站14,2022-02-22 02:00:00,0,0
收费站14,2022-02-22 03:00:00,0,0
收费站14,2022-02-22 04:00:00,0,0
收费站14,2022-02-22 05:00:00,0,0
收费站14,2022-02-22 06:00:00,1,0
收费站14,2022-02-22 07:00:00,5,3
收费站14,2022-02-22 08:00:00,10,6
收费站14,2022-02-22 09:00:00,9,3
收费站14,2022-02-22 10:00:00,16,0
收费站14,2022-02-22 11:00:00,6,4
收费站14,2022-02-22 12:00:00,4,3
收费站14,2022-02-22 13:00:00,6,3
收费站14,2022-02-22 14:00:00,5,1
收费站14,2022-02-22 15:00:00,7,1
收费站14,2022-02-22 16:00:00,12,8
收费站14,2022-02-22 17:00:00,4,3
收费站14,2022-02-22 18:00:00,6,3
收费站14,2022-02-22 19:00:00,6,1
收费站14,2022-02-22 20:00:00,5,0
收费站14,2022-02-22 21:00:00,1,0
收费站14,2022-02-22 22:00:00,0,1
收费站14,2022-02-22 23:00:00,0,1
收费站14,2022-02-23 00:00:00,0,0
收费站14,2022-02-23 01:00:00,1,0
收费站14,2022-02-23 02:00:00,0,0
收费站14,2022-02-23 03:00:00,0,0
收费站14,2022-02-23 04:00:00,0,0
收费站14,2022-02-23 05:00:00,1,0
收费站14,2022-02-23 06:00:00,3,1
收费站14,2022-02-23 07:00:00,1,0
收费站14,2022-02-23 08:00:00,6,4
收费站14,2022-02-23 09:00:00,22,5
收费站14,2022-02-23 10:00:00,11,3
收费站14,2022-02-23 11:00:00,4,4
收费站14,2022-02-23 12:00:00,3,1
收费站14,2022-02-23 13:00:00,6,2
收费站14,2022-02-23 14:00:00,8,3
收费站14,2022-02-23 15:00:00,5,1
收费站14,2022-02-23 16:00:00,8,5
收费站14,2022-02-23 17:00:00,1,4
收费站14,2022-02-23 18:00:00,1,2
收费站14,2022-02-23 19:00:00,5,2
收费站14,2022-02-23 20:00:00,1,0
收费站14,2022-02-23 21:00:00,3,1
收费站14,2022-02-23 22:00:00,1,0
收费站14,2022-02-23 23:00:00,1,0
收费站14,2022-02-24 00:00:00,1,1
收费站14,2022-02-24 01:00:00,0,0
收费站14,2022-02-24 02:00:00,0,0
收费站14,2022-02-24 03:00:00,0,0
收费站14,2022-02-24 04:00:00,0,0
收费站14,2022-02-24 05:00:00,1,0
收费站14,2022-02-24 06:00:00,2,0
收费站14,2022-02-24 07:00:00,6,2
收费站14,2022-02-24 08:00:00,6,1
收费站14,2022-02-24 09:00:00,9,2
收费站14,2022-02-24 10:00:00,11,7
收费站14,2022-02-24 11:00:00,5,4
收费站14,2022-02-24 12:00:00,7,3
收费站14,2022-02-24 13:00:00,10,5
收费站14,2022-02-24 14:00:00,7,1
收费站14,2022-02-24 15:00:00,4,3
收费站14,2022-02-24 16:00:00,4,3
收费站14,2022-02-24 17:00:00,5,1
收费站14,2022-02-24 18:00:00,4,3
收费站14,2022-02-24 19:00:00,2,3
收费站14,2022-02-24 20:00:00,1,0
收费站14,2022-02-24 21:00:00,1,0
收费站14,2022-02-24 22:00:00,0,0
收费站14,2022-02-24 23:00:00,0,0
收费站14,2022-02-25 00:00:00,0,0
收费站14,2022-02-25 01:00:00,0,0
收费站14,2022-02-25 02:00:00,0,0
收费站14,2022-02-25 03:00:00,0,0
收费站14,2022-02-25 04:00:00,0,0
收费站14,2022-02-25 05:00:00,1,0
收费站14,2022-02-25 06:00:00,0,0
收费站14,2022-02-25 07:00:00,2,1
收费站14,2022-02-25 08:00:00,4,2
收费站14,2022-02-25 09:00:00,11,4
收费站14,2022-02-25 10:00:00,4,2
收费站14,2022-02-25 11:00:00,4,0
收费站14,2022-02-25 12:00:00,6,5
收费站14,2022-02-25 13:00:00,5,1
收费站14,2022-02-25 14:00:00,6,1
收费站14,2022-02-25 15:00:00,12,3
收费站14,2022-02-25 16:00:00,3,5
收费站14,2022-02-25 17:00:00,9,3
收费站14,2022-02-25 18:00:00,5,7
收费站14,2022-02-25 19:00:00,2,1
收费站14,2022-02-25 20:00:00,5,0
收费站14,2022-02-25 21:00:00,2,1
收费站14,2022-02-25 22:00:00,0,0
收费站14,2022-02-25 23:00:00,0,0
收费站14,2022-02-26 00:00:00,0,0
收费站14,2022-02-26 01:00:00,0,0
收费站14,2022-02-26 02:00:00,0,0
收费站14,2022-02-26 03:00:00,0,0
收费站14,2022-02-26 04:00:00,0,0
收费站14,2022-02-26 05:00:00,0,1
收费站14,2022-02-26 06:00:00,0,0
收费站14,2022-02-26 07:00:00,8,2
收费站14,2022-02-26 08:00:00,10,2
收费站14,2022-02-26 09:00:00,4,4
收费站14,2022-02-26 10:00:00,11,3
收费站14,2022-02-26 11:00:00,5,3
收费站14,2022-02-26 12:00:00,4,1
收费站14,2022-02-26 13:00:00,8,3
收费站14,2022-02-26 14:00:00,5,1
收费站14,2022-02-26 15:00:00,12,3
收费站14,2022-02-26 16:00:00,7,2
收费站14,2022-02-26 17:00:00,9,1
收费站14,2022-02-26 18:00:00,8,0
收费站14,2022-02-26 19:00:00,5,2
收费站14,2022-02-26 20:00:00,3,1
收费站14,2022-02-26 21:00:00,1,0
收费站14,2022-02-26 22:00:00,0,0
收费站14,2022-02-26 23:00:00,0,1
收费站14,2022-02-27 00:00:00,0,0
收费站14,2022-02-27 01:00:00,1,0
收费站14,2022-02-27 02:00:00,0,0
收费站14,2022-02-27 03:00:00,0,0
收费站14,2022-02-27 04:00:00,1,0
收费站14,2022-02-27 05:00:00,0,0
收费站14,2022-02-27 06:00:00,4,0
收费站14,2022-02-27 07:00:00,4,2
收费站14,2022-02-27 08:00:00,9,1
收费站14,2022-02-27 09:00:00,9,2
收费站14,2022-02-27 10:00:00,5,3
收费站14,2022-02-27 11:00:00,5,4
收费站14,2022-02-27 12:00:00,9,0
收费站14,2022-02-27 13:00:00,3,4
收费站14,2022-02-27 14:00:00,14,4
收费站14,2022-02-27 15:00:00,10,6
收费站14,2022-02-27 16:00:00,5,10
收费站14,2022-02-27 17:00:00,9,6
收费站14,2022-02-27 18:00:00,6,1
收费站14,2022-02-27 19:00:00,2,4
收费站14,2022-02-27 20:00:00,5,0
收费站14,2022-02-27 21:00:00,4,0
收费站14,2022-02-27 22:00:00,3,1
收费站14,2022-02-27 23:00:00,0,2
收费站7,2022-02-22 00:00:00,0,0
收费站7,2022-02-22 01:00:00,0,0
收费站7,2022-02-22 02:00:00,0,0
收费站7,2022-02-22 03:00:00,1,0
收费站7,2022-02-22 04:00:00,0,0
收费站7,2022-02-22 05:00:00,0,0
收费站7,2022-02-22 06:00:00,0,1
收费站7,2022-02-22 07:00:00,5,1
收费站7,2022-02-22 08:00:00,6,8
收费站7,2022-02-22 09:00:00,8,10
收费站7,2022-02-22 10:00:00,3,3
收费站7,2022-02-22 11:00:00,8,6
收费站7,2022-02-22 12:00:00,4,1
收费站7,2022-02-22 13:00:00,3,1
收费站7,2022-02-22 14:00:00,4,3
收费站7,2022-02-22 15:00:00,5,0
收费站7,2022-02-22 16:00:00,3,2
收费站7,2022-02-22 17:00:00,3,4
收费站7,2022-02-22 18:00:00,4,5
收费站7,2022-02-22 19:00:00,2,6
收费站7,2022-02-22 20:00:00,0,0
收费站7,2022-02-22 21:00:00,2,1
收费站7,2022-02-22 22:00:00,1,1
收费站7,2022-02-22 23:00:00,0,3
收费站7,2022-02-23 00:00:00,0,1
收费站7,2022-02-23 01:00:00,0,0
收费站7,2022-02-23 02:00:00,0,0
收费站7,2022-02-23 03:00:00,0,0
收费站7,2022-02-23 04:00:00,0,0
收费站7,2022-02-23 05:00:00,0,0
收费站7,2022-02-23 06:00:00,1,1
收费站7,2022-02-23 07:00:00,4,4
收费站7,2022-02-23 08:00:00,6,6
收费站7,2022-02-23 09:00:00,15,2
收费站7,2022-02-23 10:00:00,6,4
收费站7,2022-02-23 11:00:00,3,5
收费站7,2022-02-23 12:00:00,0,4
收费站7,2022-02-23 13:00:00,4,2
收费站7,2022-02-23 14:00:00,8,2
收费站7,2022-02-23 15:00:00,7,4
收费站7,2022-02-23 16:00:00,2,2
收费站7,2022-02-23 17:00:00,6,2
收费站7,2022-02-23 18:00:00,1,2
收费站7,2022-02-23 19:00:00,6,3
收费站7,2022-02-23 20:00:00,2,2
收费站7,2022-02-23 21:00:00,1,2
收费站7,2022-02-23 22:00:00,1,1
收费站7,2022-02-23 23:00:00,0,0
收费站7,2022-02-24 00:00:00,0,0
收费站7,2022-02-24 01:00:00,0,0
收费站7,2022-02-24 02:00:00,0,0
收费站7,2022-02-24 03:00:00,1,0
收费站7,2022-02-24 04:00:00,0,0
收费站7,2022-02-24 05:00:00,0,0
收费站7,2022-02-24 06:00:00,0,0
收费站7,2022-02-24 07:00:00,2,2
收费站7,2022-02-24 08:00:00,2,1
收费站7,2022-02-24 09:00:00,9,6
收费站7,2022-02-24 10:00:00,4,5
收费站7,2022-02-24 11:00:00,3,5
收费站7,2022-02-24 12:00:00,2,2
收费站7,2022-02-24 13:00:00,4,3
收费站7,2022-02-24 14:00:00,3,6
收费站7,2022-02-24 15:00:00,9,5
收费站7,2022-02-24 16:00:00,4,8
收费站7,2022-02-24 17:00:00,3,8
收费站7,2022-02-24 18:00:00,6,9
收费站7,2022-02-24 19:00:00,1,3
收费站7,2022-02-24 20:00:00,0,5
收费站7,2022-02-24 21:00:00,1,1
收费站7,2022-02-24 22:00:00,1,2
收费站7,2022-02-24 23:00:00,0,0
收费站7,2022-02-25 00:00:00,0,0
收费站7,2022-02-25 01:00:00,0,0
收费站7,2022-02-25 02:00:00,0,0
收费站7,2022-02-25 03:00:00,1,0
收费站7,2022-02-25 04:00:00,0,0
收费站7,2022-02-25 05:00:00,0,0
收费站7,2022-02-25 06:00:00,2,0
收费站7,2022-02-25 07:00:00,2,2
收费站7,2022-02-25 08:00:00,9,2
收费站7,2022-02-25 09:00:00,9,2
收费站7,2022-02-25 10:00:00,8,3
收费站7,2022-02-25 11:00:00,1,3
收费站7,2022-02-25 12:00:00,1,1
收费站7,2022-02-25 13:00:00,3,4
收费站7,2022-02-25 14:00:00,7,4
收费站7,2022-02-25 15:00:00,6,1
收费站7,2022-02-25 16:00:00,8,3
收费站7,2022-02-25 17:00:00,8,6
收费站7,2022-02-25 18:00:00,5,5
收费站7,2022-02-25 19:00:00,2,5
收费站7,2022-02-25 20:00:00,7,5
收费站7,2022-02-25 21:00:00,2,1
收费站7,2022-02-25 22:00:00,0,0
收费站7,2022-02-25 23:00:00,0,0
收费站7,2022-02-26 00:00:00,0,0
收费站7,2022-02-26 01:00:00,0,0
收费站7,2022-02-26 02:00:00,0,0
收费站7,2022-02-26 03:00:00,0,0
收费站7,2022-02-26 04:00:00,0,0
收费站7,2022-02-26 05:00:00,0,0
收费站7,2022-02-26 06:00:00,4,0
收费站7,2022-02-26 07:00:00,4,1
收费站7,2022-02-26 08:00:00,4,3
收费站7,2022-02-26 09:00:00,8,5
收费站7,2022-02-26 10:00:00,7,4
收费站7,2022-02-26 11:00:00,9,2
收费站7,2022-02-26 12:00:00,2,3
收费站7,2022-02-26 13:00:00,6,2
收费站7,2022-02-26 14:00:00,2,3
收费站7,2022-02-26 15:00:00,7,6
收费站7,2022-02-26 16:00:00,2,5
收费站7,2022-02-26 17:00:00,4,3
收费站7,2022-02-26 18:00:00,4,3
